name,ingredients,type,meal,instructions
Potato Garlic Zucchini Curry,"potato, garlic, zucchini, quinoa, spinach",healthy,lunch,"To prepare Recipe 374, start by gathering the ingredients: potato, garlic, zucchini, quinoa, spinach. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"garlic, quinoa, coconut, ginger, tomato, chili, sprouts",vegan,dinner,"To prepare Recipe 375, start by gathering the ingredients: garlic, quinoa, coconut, ginger, tomato, chili, sprouts. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Moong dal Garlic Tomato Curry,"moong dal, garlic, tomato, black pepper, oats, rice",vegan,dinner,"To prepare Recipe 376, start by gathering the ingredients: moong dal, garlic, tomato, black pepper, oats, rice. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Potato Beans Fenugreek Curry,"potato, beans, fenugreek, cumin, quinoa, capsicum, mint",vegan,breakfast,"To prepare Recipe 377, start by gathering the ingredients: potato, beans, fenugreek, cumin, quinoa, capsicum, mint. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Ginger Moong dal Sprouts Curry,"ginger, moong dal, sprouts, spinach, black pepper",vegetarian,breakfast,"To prepare Recipe 378, start by gathering the ingredients: ginger, moong dal, sprouts, spinach, black pepper. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Coconut Beans Moong dal Curry,"coconut, beans, moong dal, cumin, potato, ginger, lemon, spinach",healthy,lunch,"To prepare Recipe 379, start by gathering the ingredients: coconut, beans, moong dal, cumin, potato, ginger, lemon, spinach. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Beans Coriander Capsicum Curry,"beans, coriander, capsicum, coconut, yogurt, black pepper, fenugreek, sprouts",vegan,lunch,"To prepare Recipe 380, start by gathering the ingredients: beans, coriander, capsicum, coconut, yogurt, black pepper, fenugreek, sprouts. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Lemon Cumin Potato Curry,"lemon, cumin, potato, mint, turmeric, coriander, garlic",vegan,breakfast,"To prepare Recipe 381, start by gathering the ingredients: lemon, cumin, potato, mint, turmeric, coriander, garlic. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"carrot, green peas, quinoa, moong dal, oats, cauliflower",vegan,breakfast,"To prepare Recipe 382, start by gathering the ingredients: carrot, green peas, quinoa, moong dal, oats, cauliflower. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Rice Chili Lemon Curry,"rice, chili, lemon, coconut, garlic, cauliflower, paneer, potato",healthy,lunch,"To prepare Recipe 383, start by gathering the ingredients: rice, chili, lemon, coconut, garlic, cauliflower, paneer, potato. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Lemon Chili Green peas Curry,"lemon, chili, green peas, coriander, carrot",healthy,lunch,"To prepare Recipe 384, start by gathering the ingredients: lemon, chili, green peas, coriander, carrot. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Green peas Mint Black pepper Curry,"green peas, mint, black pepper, mustard seeds, beans",vegan,breakfast,"To prepare Recipe 385, start by gathering the ingredients: green peas, mint, black pepper, mustard seeds, beans. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"tomato, zucchini, quinoa, lemon, coriander, coconut, chili",healthy,dinner,"To prepare Recipe 386, start by gathering the ingredients: tomato, zucchini, quinoa, lemon, coriander, coconut, chili. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Onion Beans Zucchini Curry,"onion, beans, zucchini, lemon, tomato, oats, mint, quinoa",vegan,lunch,"To prepare Recipe 387, start by gathering the ingredients: onion, beans, zucchini, lemon, tomato, oats, mint, quinoa. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Chili Potato Broccoli Curry,"chili, potato, broccoli, lemon, black pepper",vegan,lunch,"To prepare Recipe 388, start by gathering the ingredients: chili, potato, broccoli, lemon, black pepper. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Lemon Green peas Tomato Curry,"lemon, green peas, tomato, potato, paneer",healthy,lunch,"To prepare Recipe 389, start by gathering the ingredients: lemon, green peas, tomato, potato, paneer. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Coconut Cumin Cauliflower Curry,"coconut, cumin, cauliflower, sprouts, turmeric, tomato, capsicum, coriander",vegan,breakfast,"To prepare Recipe 390, start by gathering the ingredients: coconut, cumin, cauliflower, sprouts, turmeric, tomato, capsicum, coriander. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Broccoli Paneer Turmeric Curry,"broccoli, paneer, turmeric, cauliflower, mustard seeds, rice, cumin",healthy,dinner,"To prepare Recipe 391, start by gathering the ingredients: broccoli, paneer, turmeric, cauliflower, mustard seeds, rice, cumin. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Turmeric Moong dal Onion Curry,"turmeric, moong dal, onion, sprouts, carrot",healthy,breakfast,"To prepare Recipe 392, start by gathering the ingredients: turmeric, moong dal, onion, sprouts, carrot. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Onion Lemon Rice Curry,"onion, lemon, rice, mustard seeds, capsicum, black pepper, quinoa, oats",vegetarian,breakfast,"To prepare Recipe 393, start by gathering the ingredients: onion, lemon, rice, mustard seeds, capsicum, black pepper, quinoa, oats. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Coconut Tomato Sprouts Curry,"coconut, tomato, sprouts, coriander, ginger, turmeric, yogurt",vegetarian,lunch,"To prepare Recipe 394, start by gathering the ingredients: coconut, tomato, sprouts, coriander, ginger, turmeric, yogurt. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Tomato Sprouts Coriander Curry,"tomato, sprouts, coriander, ginger, broccoli, mint, spinach",healthy,dinner,"To prepare Recipe 395, start by gathering the ingredients: tomato, sprouts, coriander, ginger, broccoli, mint, spinach. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"broccoli, quinoa, sprouts, mint, zucchini, beans, paneer",vegetarian,lunch,"To prepare Recipe 396, start by gathering the ingredients: broccoli, quinoa, sprouts, mint, zucchini, beans, paneer. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Oats Yogurt Lemon Curry,"oats, yogurt, lemon, coriander, broccoli, capsicum, fenugreek",vegetarian,dinner,"To prepare Recipe 397, start by gathering the ingredients: oats, yogurt, lemon, coriander, broccoli, capsicum, fenugreek. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"rice, garlic, quinoa, potato, paneer, cumin",vegetarian,breakfast,"To prepare Recipe 398, start by gathering the ingredients: rice, garlic, quinoa, potato, paneer, cumin. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Zucchini Broccoli Onion Curry,"zucchini, broccoli, onion, green peas, black pepper, chili, lemon, mustard seeds",vegetarian,dinner,"To prepare Recipe 399, start by gathering the ingredients: zucchini, broccoli, onion, green peas, black pepper, chili, lemon, mustard seeds. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Ginger Green peas Mint Curry,"ginger, green peas, mint, oats, coconut, turmeric",vegetarian,breakfast,"To prepare Recipe 400, start by gathering the ingredients: ginger, green peas, mint, oats, coconut, turmeric. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Capsicum Beans Coconut Curry,"capsicum, beans, coconut, black pepper, green peas, carrot, potato",healthy,dinner,"To prepare Recipe 401, start by gathering the ingredients: capsicum, beans, coconut, black pepper, green peas, carrot, potato. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Ginger Potato Coconut Curry,"ginger, potato, coconut, chili, black pepper, tomato",healthy,breakfast,"To prepare Recipe 402, start by gathering the ingredients: ginger, potato, coconut, chili, black pepper, tomato. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Lemon Capsicum Ginger Curry,"lemon, capsicum, ginger, oats, carrot",vegan,lunch,"To prepare Recipe 403, start by gathering the ingredients: lemon, capsicum, ginger, oats, carrot. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Green peas Turmeric Cauliflower Curry,"green peas, turmeric, cauliflower, cumin, moong dal, tomato, paneer",vegan,dinner,"To prepare Recipe 404, start by gathering the ingredients: green peas, turmeric, cauliflower, cumin, moong dal, tomato, paneer. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Tomato Lemon Mustard seeds Curry,"tomato, lemon, mustard seeds, paneer, garlic",healthy,dinner,"To prepare Recipe 405, start by gathering the ingredients: tomato, lemon, mustard seeds, paneer, garlic. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Cauliflower Yogurt Beans Curry,"cauliflower, yogurt, beans, turmeric, rice, cumin, coriander, capsicum",vegan,dinner,"To prepare Recipe 406, start by gathering the ingredients: cauliflower, yogurt, beans, turmeric, rice, cumin, coriander, capsicum. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Lemon Cauliflower Oats Curry,"lemon, cauliflower, oats, paneer, green peas, beans",healthy,lunch,"To prepare Recipe 407, start by gathering the ingredients: lemon, cauliflower, oats, paneer, green peas, beans. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"black pepper, mustard seeds, quinoa, moong dal, green peas, coconut",vegetarian,lunch,"To prepare Recipe 408, start by gathering the ingredients: black pepper, mustard seeds, quinoa, moong dal, green peas, coconut. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Cumin Fenugreek Beans Curry,"cumin, fenugreek, beans, oats, spinach, quinoa, carrot, coconut",vegetarian,breakfast,"To prepare Recipe 409, start by gathering the ingredients: cumin, fenugreek, beans, oats, spinach, quinoa, carrot, coconut. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Cauliflower Green peas Onion Curry,"cauliflower, green peas, onion, coconut, carrot",healthy,lunch,"To prepare Recipe 410, start by gathering the ingredients: cauliflower, green peas, onion, coconut, carrot. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Garlic Rice Green peas Curry,"garlic, rice, green peas, mustard seeds, oats, broccoli",vegetarian,breakfast,"To prepare Recipe 411, start by gathering the ingredients: garlic, rice, green peas, mustard seeds, oats, broccoli. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Yogurt Coconut Broccoli Curry,"yogurt, coconut, broccoli, mustard seeds, onion, zucchini, capsicum, spinach",vegan,breakfast,"To prepare Recipe 412, start by gathering the ingredients: yogurt, coconut, broccoli, mustard seeds, onion, zucchini, capsicum, spinach. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Black pepper Capsicum Spinach Curry,"black pepper, capsicum, spinach, cauliflower, ginger, mustard seeds, turmeric, coriander",vegan,dinner,"To prepare Recipe 413, start by gathering the ingredients: black pepper, capsicum, spinach, cauliflower, ginger, mustard seeds, turmeric, coriander. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Moong dal Chili Beans Curry,"moong dal, chili, beans, quinoa, rice, paneer",healthy,breakfast,"To prepare Recipe 414, start by gathering the ingredients: moong dal, chili, beans, quinoa, rice, paneer. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Moong dal Coconut Turmeric Curry,"moong dal, coconut, turmeric, paneer, lemon",vegetarian,lunch,"To prepare Recipe 415, start by gathering the ingredients: moong dal, coconut, turmeric, paneer, lemon. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Spinach Garlic Potato Curry,"spinach, garlic, potato, coconut, quinoa, tomato, capsicum, chili",vegetarian,lunch,"To prepare Recipe 416, start by gathering the ingredients: spinach, garlic, potato, coconut, quinoa, tomato, capsicum, chili. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Onion Rice Coconut Curry,"onion, rice, coconut, moong dal, potato",vegetarian,dinner,"To prepare Recipe 417, start by gathering the ingredients: onion, rice, coconut, moong dal, potato. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Rice Yogurt Spinach Curry,"rice, yogurt, spinach, lemon, coriander, oats, capsicum, quinoa",healthy,lunch,"To prepare Recipe 418, start by gathering the ingredients: rice, yogurt, spinach, lemon, coriander, oats, capsicum, quinoa. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Chili Onion Lemon Curry,"chili, onion, lemon, black pepper, tomato, zucchini, turmeric, paneer",vegetarian,breakfast,"To prepare Recipe 419, start by gathering the ingredients: chili, onion, lemon, black pepper, tomato, zucchini, turmeric, paneer. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Black pepper Moong dal Cumin Curry,"black pepper, moong dal, cumin, turmeric, mint, carrot, quinoa, potato",vegan,dinner,"To prepare Recipe 420, start by gathering the ingredients: black pepper, moong dal, cumin, turmeric, mint, carrot, quinoa, potato. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Zucchini Black pepper Cauliflower Curry,"zucchini, black pepper, cauliflower, onion, capsicum, paneer",vegetarian,lunch,"To prepare Recipe 421, start by gathering the ingredients: zucchini, black pepper, cauliflower, onion, capsicum, paneer. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Rice Lemon Coconut Curry,"rice, lemon, coconut, spinach, mustard seeds, zucchini",vegan,breakfast,"To prepare Recipe 422, start by gathering the ingredients: rice, lemon, coconut, spinach, mustard seeds, zucchini. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Onion Coconut Potato Curry,"onion, coconut, potato, chili, fenugreek, yogurt, cauliflower",vegan,breakfast,"To prepare Recipe 423, start by gathering the ingredients: onion, coconut, potato, chili, fenugreek, yogurt, cauliflower. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Beans Coriander Turmeric Curry,"beans, coriander, turmeric, rice, capsicum, mustard seeds, onion",vegan,breakfast,"To prepare Recipe 424, start by gathering the ingredients: beans, coriander, turmeric, rice, capsicum, mustard seeds, onion. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Fenugreek Carrot Cumin Curry,"fenugreek, carrot, cumin, yogurt, tomato, oats, lemon, potato",healthy,lunch,"To prepare Recipe 425, start by gathering the ingredients: fenugreek, carrot, cumin, yogurt, tomato, oats, lemon, potato. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Mint Sprouts Yogurt Curry,"mint, sprouts, yogurt, tomato, moong dal",vegan,dinner,"To prepare Recipe 426, start by gathering the ingredients: mint, sprouts, yogurt, tomato, moong dal. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Chili Mustard seeds Zucchini Curry,"chili, mustard seeds, zucchini, spinach, capsicum",vegan,dinner,"To prepare Recipe 427, start by gathering the ingredients: chili, mustard seeds, zucchini, spinach, capsicum. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Garlic Tomato Paneer Curry,"garlic, tomato, paneer, fenugreek, cauliflower, broccoli, moong dal, ginger",vegan,lunch,"To prepare Recipe 428, start by gathering the ingredients: garlic, tomato, paneer, fenugreek, cauliflower, broccoli, moong dal, ginger. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Sprouts Zucchini Mustard seeds Curry,"sprouts, zucchini, mustard seeds, lemon, turmeric, onion",healthy,dinner,"To prepare Recipe 429, start by gathering the ingredients: sprouts, zucchini, mustard seeds, lemon, turmeric, onion. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Yogurt Sprouts Mustard seeds Curry,"yogurt, sprouts, mustard seeds, cauliflower, paneer, tomato",vegan,breakfast,"To prepare Recipe 430, start by gathering the ingredients: yogurt, sprouts, mustard seeds, cauliflower, paneer, tomato. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Tomato Rice Oats Curry,"tomato, rice, oats, beans, green peas",vegan,breakfast,"To prepare Recipe 431, start by gathering the ingredients: tomato, rice, oats, beans, green peas. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"turmeric, cumin, quinoa, beans, spinach, lemon, chili, coconut",healthy,lunch,"To prepare Recipe 432, start by gathering the ingredients: turmeric, cumin, quinoa, beans, spinach, lemon, chili, coconut. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Spinach Turmeric Lemon Curry,"spinach, turmeric, lemon, cumin, onion, chili, rice",vegetarian,breakfast,"To prepare Recipe 433, start by gathering the ingredients: spinach, turmeric, lemon, cumin, onion, chili, rice. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Moong dal Coconut Cauliflower Curry,"moong dal, coconut, cauliflower, carrot, chili, onion",vegan,breakfast,"To prepare Recipe 434, start by gathering the ingredients: moong dal, coconut, cauliflower, carrot, chili, onion. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Cauliflower Chili Capsicum Curry,"cauliflower, chili, capsicum, green peas, mustard seeds, tomato, rice",vegetarian,lunch,"To prepare Recipe 435, start by gathering the ingredients: cauliflower, chili, capsicum, green peas, mustard seeds, tomato, rice. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"tomato, lemon, quinoa, cumin, yogurt",vegetarian,dinner,"To prepare Recipe 436, start by gathering the ingredients: tomato, lemon, quinoa, cumin, yogurt. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Chili Ginger Broccoli Curry,"chili, ginger, broccoli, black pepper, spinach",vegetarian,lunch,"To prepare Recipe 437, start by gathering the ingredients: chili, ginger, broccoli, black pepper, spinach. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Coconut Coriander Yogurt Curry,"coconut, coriander, yogurt, oats, chili, lemon, mustard seeds, black pepper",vegan,dinner,"To prepare Recipe 438, start by gathering the ingredients: coconut, coriander, yogurt, oats, chili, lemon, mustard seeds, black pepper. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"quinoa, moong dal, cumin, tomato, yogurt, rice, sprouts",vegan,lunch,"To prepare Recipe 439, start by gathering the ingredients: quinoa, moong dal, cumin, tomato, yogurt, rice, sprouts. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Yogurt Chili Tomato Curry,"yogurt, chili, tomato, garlic, cauliflower, mint, capsicum, coriander",vegetarian,breakfast,"To prepare Recipe 440, start by gathering the ingredients: yogurt, chili, tomato, garlic, cauliflower, mint, capsicum, coriander. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Green peas Paneer Lemon Curry,"green peas, paneer, lemon, cumin, fenugreek, spinach",vegan,breakfast,"To prepare Recipe 441, start by gathering the ingredients: green peas, paneer, lemon, cumin, fenugreek, spinach. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Coconut Chili Turmeric Curry,"coconut, chili, turmeric, onion, coriander, oats",healthy,breakfast,"To prepare Recipe 442, start by gathering the ingredients: coconut, chili, turmeric, onion, coriander, oats. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Fenugreek Black pepper Rice Curry,"fenugreek, black pepper, rice, sprouts, cumin, zucchini, green peas",healthy,breakfast,"To prepare Recipe 443, start by gathering the ingredients: fenugreek, black pepper, rice, sprouts, cumin, zucchini, green peas. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Moong dal Paneer Mint Curry,"moong dal, paneer, mint, green peas, beans, turmeric, cumin",vegan,dinner,"To prepare Recipe 444, start by gathering the ingredients: moong dal, paneer, mint, green peas, beans, turmeric, cumin. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Coriander Beans Black pepper Curry,"coriander, beans, black pepper, rice, green peas, potato",vegan,breakfast,"To prepare Recipe 445, start by gathering the ingredients: coriander, beans, black pepper, rice, green peas, potato. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Capsicum Chili Green peas Curry,"capsicum, chili, green peas, carrot, mustard seeds, fenugreek, quinoa, beans",healthy,breakfast,"To prepare Recipe 446, start by gathering the ingredients: capsicum, chili, green peas, carrot, mustard seeds, fenugreek, quinoa, beans. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Beans Mustard seeds Lemon Curry,"beans, mustard seeds, lemon, potato, zucchini, moong dal, onion",vegetarian,dinner,"To prepare Recipe 447, start by gathering the ingredients: beans, mustard seeds, lemon, potato, zucchini, moong dal, onion. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Mustard seeds Beans Spinach Curry,"mustard seeds, beans, spinach, broccoli, paneer, yogurt, coriander",healthy,dinner,"To prepare Recipe 448, start by gathering the ingredients: mustard seeds, beans, spinach, broccoli, paneer, yogurt, coriander. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Potato Carrot Coriander Curry,"potato, carrot, coriander, onion, coconut, tomato, sprouts, ginger",vegan,lunch,"To prepare Recipe 449, start by gathering the ingredients: potato, carrot, coriander, onion, coconut, tomato, sprouts, ginger. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Zucchini Coconut Mustard seeds Curry,"zucchini, coconut, mustard seeds, sprouts, green peas, potato, fenugreek",vegetarian,lunch,"To prepare Recipe 450, start by gathering the ingredients: zucchini, coconut, mustard seeds, sprouts, green peas, potato, fenugreek. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Capsicum Beans Onion Curry,"capsicum, beans, onion, garlic, coconut, coriander, cumin, fenugreek",healthy,dinner,"To prepare Recipe 451, start by gathering the ingredients: capsicum, beans, onion, garlic, coconut, coriander, cumin, fenugreek. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Zucchini Beans Capsicum Curry,"zucchini, beans, capsicum, onion, chili",vegan,dinner,"To prepare Recipe 452, start by gathering the ingredients: zucchini, beans, capsicum, onion, chili. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Moong dal Broccoli Lemon Curry,"moong dal, broccoli, lemon, yogurt, beans",healthy,breakfast,"To prepare Recipe 453, start by gathering the ingredients: moong dal, broccoli, lemon, yogurt, beans. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
